window_end,window_start,observations,pc1_explained_variance_ratio,pc2_explained_variance_ratio,pc3_explained_variance_ratio,pc1_pc3_cumulative_explained_variance_ratio,pc1_abs_cosine_similarity_to_previous_window
2020-11-11,2017-11-10,756,0.5031151034858531,0.11103800826786209,0.06553855960278893,0.679691671356504,0.9999776728172473
2020-12-11,2017-12-12,756,0.5030298298297498,0.1101318192438938,0.06614199913916531,0.6793036482128089,0.9999861588524481
2021-01-13,2018-01-12,756,0.5008817170161779,0.10985881290848036,0.06655614065910662,0.6772966705837649,0.9999933874666234
2021-02-12,2018-02-13,756,0.4975746978018609,0.10928243669045297,0.06705147826442412,0.6739086127567381,0.999989524200639
2021-03-16,2018-03-15,756,0.4931044860383377,0.11115579220607934,0.06842056197104068,0.6726808402154576,0.9999693361612538
2021-04-15,2018-04-16,756,0.48792507122026013,0.11245628437839117,0.06937211508563934,0.6697534706842906,0.9999675285558055
2021-05-14,2018-05-15,756,0.48802469298950796,0.11250595286998238,0.0698591684811877,0.670389814340678,0.9999886650127335
2021-06-15,2018-06-14,756,0.4865617376720067,0.1128909772499703,0.0706662727521798,0.6701189876741569,0.9999915189475822
2021-07-15,2018-07-16,756,0.486430843159938,0.11272916944194314,0.07146674161537167,0.6706267542172528,0.9999873933265736
2021-08-13,2018-08-14,756,0.4864767146873449,0.11314590370336976,0.07170821275556803,0.6713308311462827,0.9999845532743561
2021-09-14,2018-09-13,756,0.48610029477475664,0.11340333686667857,0.0730886769143427,0.6725923085557779,0.9999890573299816
2021-10-13,2018-10-12,756,0.48566106704480494,0.11398071788504877,0.07417397446865724,0.6738157593985109,0.999994545883338
2021-11-11,2018-11-12,756,0.4844176730856897,0.11422025633515275,0.07471622678587571,0.6733541562067182,0.9999605634202415
2021-12-13,2018-12-13,756,0.4850544230128553,0.11479195817507462,0.07352232019875247,0.6733687013866824,0.9999576467917514
2022-01-12,2019-01-15,756,0.47954480096629615,0.11657611515804107,0.07489028889967231,0.6710112050240096,0.9999390597827578
2022-02-11,2019-02-14,756,0.47620199874280766,0.11733935944631138,0.07591686116669691,0.669458219355816,0.9999245408324802
2022-03-15,2019-03-18,756,0.4676137711117006,0.11774389645201747,0.07933570117407979,0.6646933687377978,0.9997005954978994
