date,window_start,window_end,observations,n_assets,n_components,pc1_explained_variance_ratio,pc2_explained_variance_ratio,pc3_explained_variance_ratio,pc4_explained_variance_ratio,pc5_explained_variance_ratio,pc1_pc5_cumulative_explained_variance_ratio,reconstruction_rmse,reconstruction_mae
2016-06-10,2011-06-24,2016-06-10,260,29,5,0.45713503317405674,0.11764348163997544,0.0845085757762443,0.04407619909629397,0.03923839360337046,0.7426016832899409,0.4215515612145711,0.3253554315631999
2016-06-17,2011-07-01,2016-06-17,260,29,5,0.45758915909838305,0.11776296777603143,0.08467959995506005,0.04388450595046094,0.03925847567182323,0.7431747084517587,0.34932008054950836,0.2811523176604901
2016-06-24,2011-07-08,2016-06-24,260,29,5,0.4524752957379894,0.11940688147438332,0.08532427871859832,0.044376099455939635,0.039579264124426985,0.7411618195113376,0.34431762649407194,0.26938899769123514
2016-07-01,2011-07-15,2016-07-01,260,29,5,0.4531764720320025,0.12127554746978561,0.08476213877841335,0.04384016826792539,0.03959912202168197,0.7426534485698087,0.5928710294241696,0.4109958707608124
2016-07-08,2011-07-22,2016-07-08,260,29,5,0.4532973849983015,0.12142916514553313,0.08504966970353099,0.043961654438449065,0.03992001996689796,0.7436578942527127,0.5440550638109626,0.42319253166698106
2016-07-15,2011-07-29,2016-07-15,260,29,5,0.4529374855379311,0.12207071167237273,0.08502351257590499,0.04399253417282569,0.03988137030861178,0.7439056142676463,0.2821208181070862,0.22397172552051697
2016-07-22,2011-08-05,2016-07-22,260,29,5,0.4510108053812844,0.1225789730911255,0.08542768532962164,0.04409280830394028,0.03996687294919382,0.7430771450551656,0.3441452396886854,0.25053215920622346
2016-07-29,2011-08-12,2016-07-29,260,29,5,0.44212426666298654,0.12399055735698793,0.08633067819278226,0.045762731966462016,0.040583639693642086,0.7387918738728608,0.391522185518718,0.30727544848372007
2016-08-05,2011-08-19,2016-08-05,260,29,5,0.44120386817058477,0.12478927312437314,0.08648130922245827,0.045688147212190736,0.04071728861749689,0.7388798863471038,0.3343448345562262,0.26262725903810036
2016-08-12,2011-08-26,2016-08-12,260,29,5,0.44112938017748804,0.12438764445690863,0.08666819761438818,0.04550467388627003,0.0406812364851275,0.7383711326201823,0.40797168399773026,0.31667414383530634
2016-08-19,2011-09-02,2016-08-19,260,29,5,0.43839201449283616,0.12492901758972655,0.08743223883960788,0.04583335814895705,0.04075229606328103,0.7373389251344087,0.38612123384793356,0.282421082711582
2016-08-26,2011-09-09,2016-08-26,260,29,5,0.4391601853258616,0.12495468072886028,0.0875217794434235,0.045842427885766715,0.040480753728012915,0.7379598271119251,0.3523669428625219,0.28228789681376826
2016-09-02,2011-09-16,2016-09-02,260,29,5,0.43866962568225154,0.1252067115628626,0.08758609128997875,0.04574218447950069,0.04011180369504009,0.7373164167096337,0.449085595423715,0.3644330692608594
2016-09-09,2011-09-23,2016-09-09,260,29,5,0.43633908428457857,0.12654724310583687,0.08784292402212744,0.046178408192385584,0.04013517216732004,0.7370428317722486,0.40608977119907413,0.31915455177292756
2016-09-16,2011-09-30,2016-09-16,260,29,5,0.42490260694616616,0.12886723401957878,0.08936596795345013,0.04798762836731513,0.040192979826910676,0.731316417113421,0.6140757689243249,0.4917365686593577
2016-09-23,2011-10-07,2016-09-23,260,29,5,0.42624954732181564,0.1292371980221383,0.08897246490345598,0.04728955301195565,0.03941139704381274,0.7311601603031783,0.43291861150035,0.34362461445488834
2016-09-30,2011-10-14,2016-09-30,260,29,5,0.42495890389687974,0.12950688488405177,0.08912551546029895,0.04764159476557288,0.040254546430693074,0.7314874454374963,0.5196832517187076,0.38340690165182967
2016-10-07,2011-10-21,2016-10-07,260,29,5,0.41676236383558357,0.13191803577599276,0.08927517723976906,0.04841532157204749,0.04119969350321521,0.7275705919266081,0.47786371229820085,0.3958978656410994
2016-10-14,2011-10-28,2016-10-14,260,29,5,0.4179509921376477,0.13229291120124162,0.08926353150034254,0.04747864953243077,0.04072475752625217,0.7277108418979147,0.4844298259149483,0.34879737747718664
2016-10-21,2011-11-04,2016-10-21,260,29,5,0.41518175409376973,0.13276406080871425,0.0881065265855275,0.047875902059890195,0.04134500620926797,0.7252732497571697,0.4831317034531282,0.3165567647842943
2016-10-28,2011-11-11,2016-10-28,260,29,5,0.4129722273043174,0.13352088585709002,0.08836472394442221,0.04801644306454869,0.04113917290542643,0.7240134530758047,0.5363758425190241,0.4012538041620896
2016-11-04,2011-11-18,2016-11-04,260,29,5,0.4146725323007241,0.13338901724778277,0.08804912725994583,0.04799436299088312,0.041367415104229,0.7254724549035648,0.4131922208777474,0.3265128669303449
2016-11-11,2011-11-25,2016-11-11,260,29,5,0.40646510660684704,0.13817131191581336,0.08905063066429958,0.04761596581576812,0.0411579477877822,0.7224609627905103,1.3038380426448255,1.0034625864921962
2016-11-18,2011-12-02,2016-11-18,260,29,5,0.40225495912817005,0.13839819695628913,0.08920171725493639,0.048011455520204256,0.0419156095388262,0.7197819383984261,0.6096414867405973,0.5084614821467723
2016-11-25,2011-12-09,2016-11-25,260,29,5,0.3930439332350055,0.13772915857716622,0.09025899822684647,0.049131542339719954,0.042631859137889166,0.7127954915166274,0.538042575434723,0.4073566281871877
2016-12-02,2011-12-16,2016-12-02,260,29,5,0.3919905698153175,0.13779246081566798,0.09138261008577626,0.04941005344971473,0.04238602921337707,0.7129617233798535,0.5223777023248654,0.40846084179848857
2016-12-09,2011-12-23,2016-12-09,260,29,5,0.3912905559838081,0.13894102962296306,0.09016542184873767,0.048965518872197265,0.04238436986130968,0.7117468961890158,0.5160074033654748,0.4045935357369037
2016-12-16,2011-12-30,2016-12-16,260,29,5,0.3871241144055263,0.1397950265005701,0.09085275876914888,0.049136951588918155,0.04235999866590566,0.7092688499300691,0.7895404337499576,0.6641233275513545
2016-12-23,2012-01-06,2016-12-23,260,29,5,0.3866903014497956,0.14006357589128857,0.09078277620259627,0.04893593599561599,0.04215182746923031,0.7086244170085266,0.5275486824650338,0.36231410492815075
2016-12-30,2012-01-13,2016-12-30,260,29,5,0.38720669609568287,0.1403287570070864,0.09130581311305966,0.04848688396241413,0.042055468347330906,0.709383618525574,0.32504282481130947,0.2533904163236839
2017-01-06,2012-01-20,2017-01-06,260,29,5,0.3875277362631041,0.14029919934167495,0.09130446067041406,0.04858296863990687,0.041957048971043936,0.709671413886144,0.5047315776244489,0.3699631361345789
2017-01-13,2012-01-27,2017-01-13,260,29,5,0.3870696594791225,0.14113514886163997,0.09108906163847416,0.04872638842632652,0.04155887329722612,0.7095791317027892,0.3408837790767449,0.2833933197995688
2017-01-20,2012-02-03,2017-01-20,260,29,5,0.38736394082798625,0.14049493076078326,0.09061044949535871,0.04868912164826536,0.04170848132204204,0.7088669240544356,0.45286293704717834,0.2793412055367545
2017-01-27,2012-02-10,2017-01-27,260,29,5,0.3868266838175031,0.14056901012761344,0.09050944682007944,0.04871501140168887,0.04193731160115437,0.7085574637680392,0.45470554429463045,0.3490393108074055
2017-02-03,2012-02-17,2017-02-03,260,29,5,0.386912817053469,0.14056784094304023,0.09049681521475693,0.048645770040697325,0.041957258137743605,0.7085805013897072,0.5185893958638408,0.3821462669421975
2017-02-10,2012-02-24,2017-02-10,260,29,5,0.38626577868868106,0.1410317842724713,0.09053668628413122,0.04865083872513541,0.04195071585655221,0.7084358038269712,0.344400496842226,0.24884508540807465
2017-02-17,2012-03-02,2017-02-17,260,29,5,0.38636840770787073,0.1410240996168476,0.08926028724935696,0.04893217055772872,0.04228397184459583,0.7078689369763999,0.46709740883693596,0.3072616622419441
2017-02-24,2012-03-09,2017-02-24,260,29,5,0.3863935279668039,0.14197851052879565,0.08897986709349359,0.04901367121978333,0.04227498343932347,0.7086405602481999,0.48270959285737697,0.37300122954317916
2017-03-03,2012-03-16,2017-03-03,260,29,5,0.3863128775081101,0.1423782632648013,0.0889468228559581,0.048988280264162444,0.04196543582944704,0.7085916797224789,0.5284478376791631,0.3760982023934805
2017-03-10,2012-03-23,2017-03-10,260,29,5,0.38534472311823764,0.1423446503335916,0.08935090250916587,0.049190295587288796,0.04226071152561308,0.708491283073897,0.4901185878584271,0.3982078312338732
2017-03-17,2012-03-30,2017-03-17,260,29,5,0.38491255029647126,0.1430403589701801,0.08944382452462567,0.049143903481913824,0.04222716575264515,0.708767803025836,0.49052452199790164,0.3738270305976814
2017-03-24,2012-04-06,2017-03-24,260,29,5,0.3852926463646161,0.1431027463041808,0.0893741690359345,0.04912484341125274,0.04199907558248896,0.7088934806984731,0.39248341734997166,0.29838497793837093
2017-03-31,2012-04-13,2017-03-31,260,29,5,0.38516423640087427,0.14310318197709154,0.08936744999323355,0.04919161548672291,0.041732953745861084,0.7085594376037834,0.5420413013168129,0.37861865868141636
2017-04-07,2012-04-20,2017-04-07,260,29,5,0.38361918882036844,0.14366245656978946,0.08949808931114081,0.0494555654767544,0.04156960479137415,0.7078049049694273,0.40147617085250675,0.29119270585855384
2017-04-14,2012-04-27,2017-04-14,260,29,5,0.3846422211265732,0.1438009086859698,0.08967217798642772,0.04921112141038595,0.041033858875090874,0.7083602880844476,0.31300157430925063,0.25927198892127457
2017-04-21,2012-05-04,2017-04-21,260,29,5,0.3843517105298174,0.1438043810134378,0.08984288997662002,0.04966224840205869,0.04096928397754166,0.7086305138994756,0.565243352563056,0.4126491099629981
2017-04-28,2012-05-11,2017-04-28,260,29,5,0.38337977597657696,0.1438370862621511,0.0900936395023402,0.04953349746801267,0.040981027490562774,0.7078250266996438,0.5117693456964775,0.3567235173127882
2017-05-05,2012-05-18,2017-05-05,260,29,5,0.38395290167308194,0.14422398747982082,0.08966651321448511,0.04942778052523869,0.040879351847377884,0.7081505347400044,0.5107453015821257,0.3776738294737425
2017-05-12,2012-05-25,2017-05-12,260,29,5,0.3794809564011878,0.14519104995990717,0.09000251711727845,0.04968603262608021,0.04185999612501407,0.7062205522294678,0.8313568679186357,0.4834779254885941
2017-05-19,2012-06-01,2017-05-19,260,29,5,0.3790760111804292,0.14577089147803166,0.0899300647810008,0.049678670726979755,0.041831742029464145,0.7062873801959055,0.6585014823420305,0.5143320743694425
2017-05-26,2012-06-08,2017-05-26,260,29,5,0.3758359995746214,0.14684589465473682,0.09055258776019191,0.0500461212364129,0.04198280359119428,0.7052634068171574,0.42543887245246226,0.33633085193094625
2017-06-02,2012-06-15,2017-06-02,260,29,5,0.3721402790579541,0.14866193696114857,0.09134442961752925,0.05031002949171081,0.04177403191079085,0.7042307070391337,0.39177866994247806,0.29317447215087944
2017-06-09,2012-06-22,2017-06-09,260,29,5,0.37136230656291,0.1489382189022411,0.0913813831938422,0.05046532399993056,0.04190843384337384,0.7040556665022977,0.5384584747602904,0.47060023186441985
2017-06-16,2012-06-29,2017-06-16,260,29,5,0.37181740574232647,0.14822924595866396,0.09102721957996997,0.051143856506640335,0.04181924513858476,0.7040369729261855,0.5156801459722031,0.32906018768393136
2017-06-23,2012-07-06,2017-06-23,260,29,5,0.37048981267567355,0.14770857642910573,0.09127470902589986,0.05141768500280378,0.04195978932405389,0.7028505724575367,0.512949291719144,0.3495573870898727
2017-06-30,2012-07-13,2017-06-30,260,29,5,0.3690850894817954,0.14854440126839455,0.09269982819725248,0.05129442846411362,0.04167922089113784,0.7033029683026938,0.6699155488942206,0.5265029403054196
2017-07-07,2012-07-20,2017-07-07,260,29,5,0.36969084637561656,0.14912445334521343,0.09300625377425088,0.05073156664920516,0.04139990969340117,0.7039530298376871,0.26824462099024754,0.19856146357354196
2017-07-14,2012-07-27,2017-07-14,260,29,5,0.3703954212928509,0.1496718817383693,0.09299093020260284,0.05071768689534832,0.04158626528834445,0.7053621854175157,0.4237443225853934,0.32266744401013797
2017-07-21,2012-08-03,2017-07-21,260,29,5,0.3700776079426697,0.15069393179920773,0.09294593300253094,0.05084680659414381,0.04120478719566423,0.7057690665342164,0.35791753833254114,0.25607765469657157
2017-07-28,2012-08-10,2017-07-28,260,29,5,0.369689992750163,0.15061264385796155,0.09362571720715822,0.05074801227216465,0.04080898835208689,0.7054853544395343,0.596910246362741,0.3768881792909394
2017-08-04,2012-08-17,2017-08-04,260,29,5,0.3693852707106254,0.15057190459821715,0.09334815770502458,0.05061652535150889,0.04079088450802589,0.7047127428734019,0.5534752623128718,0.45387789604026874
2017-08-11,2012-08-24,2017-08-11,260,29,5,0.3704630759724628,0.15032890864944393,0.09322087722070463,0.050380650682505385,0.0407876166067271,0.7051811291318438,0.4694040395006525,0.35882781747259745
2017-08-18,2012-08-31,2017-08-18,260,29,5,0.37027155956054464,0.15035861641955947,0.09311098221215167,0.05041583193264736,0.04095590556278777,0.7051128956876908,0.37897760089239807,0.28341719194830406
2017-08-25,2012-09-07,2017-08-25,260,29,5,0.37000938678245726,0.15054139710492734,0.09315497408196309,0.050482998774803785,0.041019559554916256,0.7052083162990677,0.42156568227716257,0.31391950378923916
2017-09-01,2012-09-14,2017-09-01,260,29,5,0.3692870993201378,0.15115974525717746,0.0929161410507998,0.05066218790067988,0.040389544952422196,0.7044147184812172,0.42075541643510556,0.32071417422062604
2017-09-08,2012-09-21,2017-09-08,260,29,5,0.36793481680371404,0.15235284694445572,0.09208806309504314,0.050743248206559226,0.04044804164216206,0.7035670166919341,0.4600119251992162,0.3266135958398112
2017-09-15,2012-09-28,2017-09-15,260,29,5,0.3690224718816484,0.15253854887443255,0.09133261133920378,0.05079225964135207,0.040401279604030754,0.7040871713406675,0.3769972420582955,0.26471324507462474
2017-09-22,2012-10-05,2017-09-22,260,29,5,0.36781922341754136,0.15347401067692784,0.09140938383331787,0.05064639732573711,0.04045815495631616,0.7038071702098403,0.5199362007819176,0.4350022208807592
2017-09-29,2012-10-12,2017-09-29,260,29,5,0.36744019977500736,0.1539838442294586,0.09139312078631118,0.05068033985455983,0.04004852284316123,0.7035460274884983,0.4602312641630061,0.3682832711033481
2017-10-06,2012-10-19,2017-10-06,260,29,5,0.36704036625804637,0.15427915381050433,0.0915998253556248,0.050566611371548595,0.03990373824515217,0.7033896950408763,0.36787769948264426,0.2632048513733477
2017-10-13,2012-10-26,2017-10-13,260,29,5,0.36773585306303697,0.1552371152959074,0.09167746446789182,0.049915460998364136,0.03921403856930487,0.7037799323945052,0.7509138862861783,0.5464566448582358
2017-10-20,2012-11-02,2017-10-20,260,29,5,0.36690044391917853,0.1552601574522123,0.09179291698441319,0.049945818665876086,0.03932553014010539,0.7032248671617856,0.47507765880325553,0.32664489508969935
2017-10-27,2012-11-09,2017-10-27,260,29,5,0.3666842125507367,0.15534192092929378,0.09142688180095736,0.04992171897008024,0.03921276394446366,0.7025874981955318,0.6190803547553406,0.49584851765112287
2017-11-03,2012-11-16,2017-11-03,260,29,5,0.3645908586309469,0.15628429745272482,0.09105516123158769,0.050157828697339035,0.039466961265197616,0.7015551072777961,0.51434545689603,0.41665868235729475
2017-11-10,2012-11-23,2017-11-10,260,29,5,0.36303358220033594,0.1560608007552992,0.09107487273980137,0.05002465871450914,0.03968837224521766,0.6998822866551634,0.613243632360635,0.4676347125277144
2017-11-17,2012-11-30,2017-11-17,260,29,5,0.3600624414072791,0.15662488523753668,0.09114410717798925,0.04967793845238601,0.039878481679750215,0.6973878539549412,0.6929564651594752,0.5073345101522239
2017-11-24,2012-12-07,2017-11-24,260,29,5,0.36039959557789,0.15674749126567833,0.0911518787506815,0.049668971547609894,0.04015776021005545,0.6981256973519152,0.26272062662077,0.19905677583248677
2017-12-01,2012-12-14,2017-12-01,260,29,5,0.3591011473738986,0.1566422914336076,0.09119737627360139,0.05064914496497472,0.04122747443924518,0.6988174344853275,0.5830076059824366,0.4512639329921948
2017-12-08,2012-12-21,2017-12-08,260,29,5,0.359262677084378,0.156630774069087,0.09136774882455119,0.05076833880423969,0.04117171004891921,0.6992012488311751,0.3289273296234233,0.23655365135783202
2017-12-15,2012-12-28,2017-12-15,260,29,5,0.35940519346428096,0.15664760559984175,0.09159210039240323,0.05092289229531761,0.041235059376393726,0.6998028511282374,0.31172213132641696,0.25179343917355
2017-12-22,2013-01-04,2017-12-22,260,29,5,0.35831638612089917,0.15668385559888726,0.09248491684409062,0.051041327264258564,0.04098300729405258,0.6995094931221882,0.4565196246890797,0.32317260964072014
2017-12-29,2013-01-11,2017-12-29,260,29,5,0.35445953787164763,0.15832743083432507,0.09328663463554737,0.05130036192608186,0.04106005396875387,0.698434019236356,0.2441707875999294,0.18353840178395783
2018-01-05,2013-01-18,2018-01-05,260,29,5,0.355929191503612,0.157954784260845,0.09316914015290782,0.051358943628770734,0.04086741959652759,0.6992794791426631,0.5324594299727552,0.4188411694483944
2018-01-12,2013-01-25,2018-01-12,260,29,5,0.35650592750655974,0.15781720274792174,0.09286308322633786,0.05127149334192118,0.04058667417671648,0.699044380999457,0.46620993882251766,0.36578347407554207
2018-01-19,2013-02-01,2018-01-19,260,29,5,0.35717332059142587,0.1575891175219086,0.09284253372089145,0.051443865644448784,0.0407284668248854,0.6997773043035601,0.5007598380539777,0.39511701915610414
2018-01-26,2013-02-08,2018-01-26,260,29,5,0.3575489721605275,0.157831501226878,0.09264644158658698,0.05108009563172996,0.0404677268241718,0.6995747374298942,0.6703375433701697,0.5114015320951155
2018-02-02,2013-02-15,2018-02-02,260,29,5,0.3601759684626328,0.16032892942009397,0.09183787121320586,0.0505686832635448,0.04010990215751088,0.7030213545169882,0.5016770018353396,0.3813608461267533
2018-02-09,2013-02-22,2018-02-09,260,29,5,0.36667208961290904,0.16077555050176887,0.09033004122826957,0.050058645790650384,0.03976911736238367,0.7076054444959815,0.5665878302729532,0.4330170024235588
2018-02-16,2013-03-01,2018-02-16,260,29,5,0.3706473450998559,0.160619341833619,0.08933569130786809,0.049687999397627955,0.03959068502463547,0.7098810626636064,0.5220655686962815,0.4033736035769575
2018-02-23,2013-03-08,2018-02-23,260,29,5,0.36993781377999996,0.1606748615779374,0.08901095573228356,0.049554392350824865,0.040829615690325144,0.7100076391313709,0.6647605180360738,0.4885011805420375
2018-03-02,2013-03-15,2018-03-02,260,29,5,0.37066281316365346,0.16131357776618707,0.08890683065654655,0.04947911044720249,0.04052668768986852,0.7108890197234582,0.38128919378350073,0.2914780275208765
2018-03-09,2013-03-22,2018-03-09,260,29,5,0.3719230078153108,0.16122706906154896,0.08895526802402068,0.04934646210506914,0.04041655320385996,0.7118683602098095,0.45248375087504794,0.3626372549296023
2018-03-16,2013-03-29,2018-03-16,260,29,5,0.3722317629556694,0.16100275518431553,0.08889839433159673,0.04949313167944867,0.04043559312575293,0.7120616372767833,0.43031473436201384,0.3381538263805151
2018-03-23,2013-04-05,2018-03-23,260,29,5,0.37648438618736485,0.16029655540438398,0.0915944702510233,0.048595458241949135,0.04003573767802931,0.7170066077627505,0.3230082565332753,0.26810726073338675
2018-03-30,2013-04-12,2018-03-30,260,29,5,0.3766688477553932,0.16119413655688428,0.09156894532777286,0.048445598721580545,0.039884962313558564,0.7177624906751894,0.33095611524143176,0.29058225072829913
2018-04-06,2013-04-19,2018-04-06,260,29,5,0.3766885706064988,0.16176495578002342,0.09117640105453122,0.04852193852094872,0.03984254988741803,0.7179944158494203,0.4369375105535491,0.3597192021515068
2018-04-13,2013-04-26,2018-04-13,260,29,5,0.3781655009561549,0.16236195647099255,0.09067159817542987,0.04779439131571365,0.04001875039005959,0.7190121973083505,0.44654799496827635,0.37112514523617496
2018-04-20,2013-05-03,2018-04-20,260,29,5,0.3768809903887471,0.16246309921883406,0.09086699521400494,0.047706321508257606,0.03983653091933074,0.7177539372491745,0.7697334067780379,0.5404507701677657
2018-04-27,2013-05-10,2018-04-27,260,29,5,0.37628217280709,0.16257592197731655,0.09093695199141377,0.04781157955369503,0.039637775495306955,0.7172444018248223,0.5226253124573149,0.40872827942706563
2018-05-04,2013-05-17,2018-05-04,260,29,5,0.3751165187395305,0.16225685803229364,0.09087501516875199,0.047799142212499486,0.040818563957437035,0.7168660981105126,0.6581894160413786,0.47212848187140166
2018-05-11,2013-05-24,2018-05-11,260,29,5,0.37563011663457563,0.1623731712781201,0.09013543209653069,0.046804939124556307,0.04103580082349455,0.7159794599572772,0.6830658818335307,0.5217801055042389
2018-05-18,2013-05-31,2018-05-18,260,29,5,0.3753221472203569,0.16269212841139252,0.09016597479030364,0.04673249521634752,0.040907708553535524,0.7158204541919361,0.49988500603328434,0.42366378417440137
2018-05-25,2013-06-07,2018-05-25,260,29,5,0.3754823844308851,0.1619563725220627,0.09056297163826219,0.04619040404484293,0.04124768891454967,0.7154398215506027,0.4126537071755217,0.34374406690724546
2018-06-01,2013-06-14,2018-06-01,260,29,5,0.37511707849196574,0.1620434239495863,0.09065331276757625,0.04615655722774714,0.041164237821152035,0.7151346102580275,0.5218058518595492,0.37472263331213584
2018-06-08,2013-06-21,2018-06-08,260,29,5,0.3749737171108035,0.1617956265971001,0.09056514408011813,0.04619887651477067,0.041419159977436684,0.7149525242802293,0.45435183505895266,0.2974117879796653
2018-06-15,2013-06-28,2018-06-15,260,29,5,0.3757319917086681,0.1570897984831438,0.09138476384349473,0.047126650303505074,0.041610858830252576,0.7129440631690643,0.6258369325802069,0.5282632481471503
2018-06-22,2013-07-05,2018-06-22,260,29,5,0.3757435813128006,0.1574738701672573,0.0913206278303567,0.046383411932043296,0.04178364680208715,0.712705138044545,0.5195372531027453,0.41482238856192005
2018-06-29,2013-07-12,2018-06-29,260,29,5,0.37568642004086783,0.15676159918459381,0.09164123163753553,0.04724085810484318,0.041815896092962046,0.7131460050608025,0.5077592483870946,0.3489260785800782
2018-07-06,2013-07-19,2018-07-06,260,29,5,0.37495688883109624,0.1545017627372706,0.09209315784090297,0.04770836794785641,0.041892559299287827,0.711152736656414,0.4849306590220191,0.3510293224083103
2018-07-13,2013-07-26,2018-07-13,260,29,5,0.3765857613522521,0.15446120046727319,0.09232767624026207,0.046929689057951834,0.04160648936379066,0.7119108164815298,0.4206834525022595,0.300754341057663
2018-07-20,2013-08-02,2018-07-20,260,29,5,0.37652649061567045,0.15488917050022966,0.09256658769855433,0.04600931749542479,0.041660178834936994,0.7116517451448162,0.38348143684271346,0.2835690456797775
2018-07-27,2013-08-09,2018-07-27,260,29,5,0.3763807543425845,0.15480565465279314,0.09240743806988512,0.04607656768318129,0.04169162363061101,0.711362038379055,0.5603425469399208,0.35748953354179025
2018-08-03,2013-08-16,2018-08-03,260,29,5,0.37559123952365325,0.1549330232403787,0.0925995384311024,0.04594865291985199,0.041618728807153914,0.7106911829221402,0.613497683517365,0.4580668500674244
2018-08-10,2013-08-23,2018-08-10,260,29,5,0.37752100820404155,0.15676926072157688,0.09131358281267918,0.04398548226304217,0.039405452584724096,0.7089947865860639,0.4240190587641735,0.30277301714460747
2018-08-17,2013-08-30,2018-08-17,260,29,5,0.37714963165103754,0.15656663535638043,0.09229497581684215,0.04377183231980125,0.04005132443311124,0.7098343995771726,0.6942157316154925,0.4981967166956537
2018-08-24,2013-09-06,2018-08-24,260,29,5,0.3761094008851576,0.15668604701158884,0.09262766033958462,0.04347183429810284,0.04028632361034827,0.7091812661447822,0.5230750609661131,0.3846837543707965
2018-08-31,2013-09-13,2018-08-31,260,29,5,0.376517677329595,0.15714765307791817,0.09260700360822684,0.04344444747129954,0.04029147777312775,0.7100082592601673,0.4300878965459358,0.35848845325107537
2018-09-07,2013-09-20,2018-09-07,260,29,5,0.37619973380808264,0.1580289058212921,0.09246362739510705,0.044091239609436145,0.04091744169451131,0.7117009483284292,0.3423362763202721,0.27283575368743174
2018-09-14,2013-09-27,2018-09-14,260,29,5,0.3769082543149014,0.15751294089869358,0.09253907816745183,0.044244115117556694,0.040940282024832464,0.712144670523436,0.41026944455235564,0.31248521914780225
2018-09-21,2013-10-04,2018-09-21,260,29,5,0.37624725047060414,0.15765851743742731,0.0929334651811101,0.04431861211273742,0.04085115777513913,0.7120090029770182,0.4961701908050298,0.3819026406817196
2018-09-28,2013-10-11,2018-09-28,260,29,5,0.37546005463435056,0.15746561433335007,0.09288670852871152,0.045362050913336754,0.04094114500123041,0.7121155734109793,0.5268447096004102,0.4341967813620473
2018-10-05,2013-10-18,2018-10-05,260,29,5,0.37407801842296545,0.15812680517950922,0.09294890308828437,0.04587676545283135,0.040812078559113014,0.7118425707027035,0.6247477679861645,0.5055282952032075
2018-10-12,2013-10-25,2018-10-12,260,29,5,0.376946167823296,0.1567356342246947,0.09293990388197106,0.04598237373215899,0.040904122751882446,0.7135082024140031,0.5340139917837162,0.41560372067886636
2018-10-19,2013-11-01,2018-10-19,260,29,5,0.3764150534374729,0.15595301558629274,0.09315233388393844,0.04709923006315031,0.04129510692950113,0.7139147399003555,0.4623517143497919,0.36422912471451274
2018-10-26,2013-11-08,2018-10-26,260,29,5,0.3794590522421208,0.1552937260198022,0.09258726539417886,0.04695501947190028,0.04117754426785794,0.71547260739586,0.6209184376065552,0.49303287355495273
2018-11-02,2013-11-15,2018-11-02,260,29,5,0.37993418752100727,0.15435001548757046,0.0920775482621916,0.047958369846223176,0.040988760221500366,0.7153088813384928,0.7661262879365844,0.5880123523688187
2018-11-09,2013-11-22,2018-11-09,260,29,5,0.37900799077393943,0.15391572664344239,0.09320824091239907,0.048405632841387346,0.04151194299678521,0.7160495341679534,0.3950975064816651,0.31647551090356196
2018-11-16,2013-11-29,2018-11-16,260,29,5,0.37952559353283305,0.15355199524140106,0.09310155376953956,0.04806403452532245,0.041338231226118474,0.7155814082952145,1.0167896814750328,0.703873037970617
2018-11-23,2013-12-06,2018-11-23,260,29,5,0.38267342322845044,0.15360487066114817,0.09194613604407084,0.047953072074967226,0.04046140030921743,0.7166389023178541,0.6374141536847849,0.486986246263995
2018-11-30,2013-12-13,2018-11-30,260,29,5,0.38458906528802234,0.15406686419536014,0.09217136292399772,0.04770435589515226,0.04019808729071077,0.7187297355932433,0.5293409912811393,0.4214757244104139
2018-12-07,2013-12-20,2018-12-07,260,29,5,0.38696045924783595,0.1531412976097116,0.09294278777417188,0.04751837021371654,0.04033073207001521,0.7208936469154512,0.3698796200445092,0.2910235480228978
2018-12-14,2013-12-27,2018-12-14,260,29,5,0.3862897942461602,0.15329430559920526,0.09288344914377707,0.04769729595023249,0.04010470046895504,0.7202695454083302,0.7085574708168737,0.47032383481742807
2018-12-21,2014-01-03,2018-12-21,260,29,5,0.3952030178997637,0.15209109390770023,0.0907376752408056,0.04675476354481077,0.04050098454206818,0.7252875351351484,0.6082243700021365,0.4975784394259239
2018-12-28,2014-01-10,2018-12-28,260,29,5,0.39447907076168043,0.15237405567678414,0.09075662737051639,0.04642167659702724,0.04072204069905783,0.724753471105066,0.7281286491608832,0.5850763051022154
2019-01-04,2014-01-17,2019-01-04,260,29,5,0.39460111972746686,0.15219908507655247,0.09081203639813532,0.04636891179915638,0.04083596660348483,0.7248171196047959,0.5626747603601673,0.429147080527557
2019-01-11,2014-01-24,2019-01-11,260,29,5,0.39510171196481303,0.1521318459080276,0.09079797815365936,0.046199501407943475,0.04071118338895761,0.7249422208234012,0.5132270088707258,0.40973689558802173
2019-01-18,2014-01-31,2019-01-18,260,29,5,0.3954712010061053,0.15235079852202024,0.09066307974154406,0.04587923537185228,0.040801873728761,0.7251661883702828,0.35516492762645563,0.26473132377405056
2019-01-25,2014-02-07,2019-01-25,260,29,5,0.3959569803972652,0.15276644048228363,0.09062097122005122,0.045850712771944024,0.04096336976169964,0.7261584746332438,0.28807135903530245,0.22484937585097248
2019-02-01,2014-02-14,2019-02-01,260,29,5,0.395173147904437,0.15354709691759968,0.0903264433836723,0.04576329964779628,0.041114587785356926,0.7259245756388623,0.7789093131718791,0.5561107914151007
2019-02-08,2014-02-21,2019-02-08,260,29,5,0.3937287699712939,0.1535445924104281,0.09099693131288779,0.045655457781991045,0.041160704269809015,0.7250864557464098,0.41079484744692163,0.3580419740198587
